,Job Title,Min Salary,Max Salary,Salary Estimate,Average Salary,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
3211,Data Scientist,116,181, 116 - 181  ,148.5,3.1,"Dun & Bradstreet
3.1",TX,1001 to 5000 employees,1841,Company - Public,IT Services,Information Technology,$1 to $2 billion (USD)
3212,Data Analyst,116,181, 116 - 181  ,148.5,5.0,"AlertMedia
5.0",TX,51 to 200 employees,2013,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
3213,Data Engineer,116,181, 116 - 181  ,148.5,3.9,"Balyasny Asset Management
3.9",TX,501 to 1000 employees,2001,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
3214,Data scientist,116,181, 116 - 181  ,148.5,3.7,"Mott MacDonald
3.7",TX,10000+ employees,1989,Company - Private,Architectural & Engineering Services,Business Services,$1 to $2 billion (USD)
3215,"Data Scientist, Product Analytics",116,181, 116 - 181  ,148.5,4.5,"Facebook
4.5",TX,10000+ employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD)
3216,"Data Scientist Consultant, Cloud Support Data and Analytics",116,181, 116 - 181  ,148.5,4.4,"Google
4.4",TX,10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD)
3217,Data Scientist - Analytics,116,181, 116 - 181  ,148.5,3.9,"The Zebra
3.9",TX,51 to 200 employees,2012,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable
3218,Data Scientist,116,181, 116 - 181  ,148.5,3.7,"Jabil Circuit
3.7",TX,10000+ employees,1966,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD)
3219,Associate Data Engineer,116,181, 116 - 181  ,148.5,4.5,"SciPlay
4.5",TX,201 to 500 employees,1998,Company - Public,Video Games,Media,Unknown / Non-Applicable
3220,Data Scientist (Marketing Analytics),116,181, 116 - 181  ,148.5,3.6,"Whole Foods Market
3.6",TX,10000+ employees,1980,Company - Public,Grocery Stores & Supermarkets,Retail,$10+ billion (USD)
3221,Data Scientist - Strategic Data Solutions,116,181, 116 - 181  ,148.5,4.1,"Apple
4.1",TX,10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
3222,Data Scientist,116,181, 116 - 181  ,148.5,3.6,"eBay
3.6",TX,10000+ employees,1995,Company - Public,Internet,Information Technology,$10+ billion (USD)
3223,Data Scientist,116,181, 116 - 181  ,148.5,3.7,"CloudFlare
3.7",TX,1001 to 5000 employees,2010,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
3224,Data Scientist - Nationwide Opportunities,116,181, 116 - 181  ,148.5,3.9,"Amazon
3.9",TX,10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
3226,Lead Data Scientist,116,181, 116 - 181  ,148.5,4.1,"Zynga
4.1",TX,1001 to 5000 employees,2007,Company - Public,Video Games,Media,$500 million to $1 billion (USD)
3227,Data Scientist (remote),116,181, 116 - 181  ,148.5,3.3,"Thrivent
3.3",TX,5001 to 10000 employees,1902,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD)
3228,Federal - Data Scientist,116,181, 116 - 181  ,148.5,4.2,"Solekai Systems Corp
4.2",TX,1 to 50 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD)
3229,Data Scientist,116,181, 116 - 181  ,148.5,3.6,"CACI International
3.6",TX,10000+ employees,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD)
3230,"Data Scientist, Ad Platforms/Data Insights",116,181, 116 - 181  ,148.5,4.1,"Apple
4.1",TX,10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
3231,Business Intelligence Analyst II (6 Month Contract),116,181, 116 - 181  ,148.5,3.9,"Electronic Arts
3.9",TX,5001 to 10000 employees,1982,Company - Public,Video Games,Media,$2 to $5 billion (USD)
3233,Statistician (Data Scientist) *12 month Roster* *Direct Hire*,116,181, 116 - 181  ,148.5,3.5,"Internal Revenue Service
3.5",TX,10000+ employees,1862,Government,Federal Agencies,Government,Unknown / Non-Applicable
3234,Junior Data Engineer,116,181, 116 - 181  ,148.5,4.5,"Applied Information Sciences
4.5",TX,501 to 1000 employees,1982,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
3235,Senior Data & Applied Scientist,116,181, 116 - 181  ,148.5,4.3,"Microsoft
4.3",TX,10000+ employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
3236,"Recruiting Manager, Data Science",116,181, 116 - 181  ,148.5,4.5,"Facebook
4.5",TX,10000+ employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD)
3237,Data Analyst I,116,181, 116 - 181  ,148.5,2.8,"Texas Health & Human Services Commission
2.8",TX,10000+ employees,1912,Government,State & Regional Agencies,Government,Unknown / Non-Applicable
3239,Data Analyst,116,181, 116 - 181  ,148.5,3.7,"Indeed
3.7",TX,10000+ employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD)
3241,Data Analyst,112,178, 112 - 178  ,145.0,4.1,"Zynga
4.1",TX,1001 to 5000 employees,2007,Company - Public,Video Games,Media,$500 million to $1 billion (USD)
3243,Machine Learning Scientist,112,178, 112 - 178  ,145.0,4.1,"Apple
4.1",TX,10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
3244,Data Scientist,112,178, 112 - 178  ,145.0,3.1,"Horne LLP
3.1",TX,501 to 1000 employees,1962,Company - Private,Accounting,Accounting & Legal,$50 to $100 million (USD)
3245,Healthcare Data Analyst - Remote,112,178, 112 - 178  ,145.0,3.3,"Allscripts
3.3",TX,5001 to 10000 employees,1986,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD)
3246,"Architect, Data Intelligence",112,178, 112 - 178  ,145.0,3.6,"Blackbaud
3.6",TX,1001 to 5000 employees,1981,Company - Public,Computer Hardware & Software,Information Technology,$500 million to $1 billion (USD)
3247,Machine Learning Engineer,112,178, 112 - 178  ,145.0,3.9,"PayPal
3.9",TX,10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD)
3248,Data Science Engineer,112,178, 112 - 178  ,145.0,4.1,"Apple
4.1",TX,10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
3249,Senior Data Scientist,112,178, 112 - 178  ,145.0,3.6,"Hotels.com
3.6",TX,Unknown,1991,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable
3250,Machine Learning Engineer,112,178, 112 - 178  ,145.0,5.0,"Enview
5.0",TX,1 to 50 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD)
3251,"Data Analyst, Trust & Safety",112,178, 112 - 178  ,145.0,4.1,"TaskRabbit
4.1",TX,201 to 500 employees,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
3252,Staff Big Data Engineer,112,178, 112 - 178  ,145.0,3.5,"Integral Ad Science
3.5",TX,501 to 1000 employees,2009,Company - Private,Internet,Information Technology,$100 to $500 million (USD)
3253,Data Analyst,112,178, 112 - 178  ,145.0,3.1,"Horne LLP
3.1",TX,501 to 1000 employees,1962,Company - Private,Accounting,Accounting & Legal,$50 to $100 million (USD)
3254,"Senior Data Scientist, Ad Platforms",112,178, 112 - 178  ,145.0,4.1,"Apple
4.1",TX,10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
3255,Quantum Data Scientist (Industrial-Process sector),112,178, 112 - 178  ,145.0,3.7,"IBM
3.7",TX,10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD)
3256,Lead Data Scientist,112,178, 112 - 178  ,145.0,3.8,"Clockwork Solutions
3.8",TX,1 to 50 employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD)
3257,Data Analyst,112,178, 112 - 178  ,145.0,2.8,"Texas Health & Human Services Commission
2.8",TX,10000+ employees,1912,Government,State & Regional Agencies,Government,Unknown / Non-Applicable
3258,Applied Machine Learning Scientist,112,178, 112 - 178  ,145.0,2.6,"CognitiveScale
2.6",TX,51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
3260,Data Analyst,112,178, 112 - 178  ,145.0,4.0,"CYNET SYSTEMS
4.0",TX,501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
3261,Junior Data Analyst,112,178, 112 - 178  ,145.0,4.4,"Assembly
4.4",TX,1 to 50 employees,2017,Company - Private,Building & Personnel Services,Business Services,Unknown / Non-Applicable
3262,Quantitative Researcher,112,178, 112 - 178  ,145.0,3.9,"DRW Trading Group
3.9",TX,1001 to 5000 employees,1992,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
3263,Remote Sensing Data Scientist,112,178, 112 - 178  ,145.0,4.3,"The University of Texas at Austin
4.3",TX,10000+ employees,1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
3264,Senior Data Scientist,112,178, 112 - 178  ,145.0,3.8,"Sense Corp
3.8",TX,201 to 500 employees,1996,Company - Private,Accounting,Accounting & Legal,$10 to $25 million (USD)
3265,Lead Data Scientist – Secret Clearance Required,112,178, 112 - 178  ,145.0,3.9,"Deloitte
3.9",TX,10000+ employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
3266,Data Engineer,112,178, 112 - 178  ,145.0,4.2,"RunTitle
4.2",TX,1 to 50 employees,2012,Company - Private,Oil & Gas Exploration & Production,"Oil, Gas, Energy & Utilities",Less than $1 million (USD)
3267,AppleCare Business Insight Data Scientist,112,178, 112 - 178  ,145.0,4.1,"Apple
4.1",TX,10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
3268,Business Data Analyst,112,178, 112 - 178  ,145.0,4.6,"Pushnami
4.6",TX,1 to 50 employees,2017,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD)
3269,Principal Data Scientist,112,178, 112 - 178  ,145.0,3.8,"Clockwork Solutions
3.8",TX,1 to 50 employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD)
3270,Remote Senior Data Scientist (Healthcare / Claims Data),93,151, 93 - 151  ,122.0,4.2,"CyberCoders
4.2",TX,201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
3271,"Search Data Scientist, Apple Media Products",93,151, 93 - 151  ,122.0,4.1,"Apple
4.1",TX,10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
3272,Data Analyst,93,151, 93 - 151  ,122.0,3.5,"NxStage
3.5",TX,1001 to 5000 employees,1998,Company - Public,Health Care Products Manufacturing,Manufacturing,$500 million to $1 billion (USD)
3273,Cybersecurity Data Scientist,93,151, 93 - 151  ,122.0,4.3,"The University of Texas at Austin
4.3",TX,10000+ employees,1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
3274,Research Engineering/ Scientist Assistant,93,151, 93 - 151  ,122.0,4.3,"The University of Texas at Austin
4.3",TX,10000+ employees,1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
3275,"Data Scientist, AMP Commerce/ Payments/ Subscription Analytics",93,151, 93 - 151  ,122.0,4.1,"Apple
4.1",TX,10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
3276,Data Engineer,93,151, 93 - 151  ,122.0,4.1,"Apple
4.1",TX,10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
3277,Principal Data Scientist- Public Sector,93,151, 93 - 151  ,122.0,3.7,"IBM
3.7",TX,10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD)
3278,"Principal Data Scientist-Developer Experience (SDK, CLI, Developer Services (Join OCI-SDE)",93,151, 93 - 151  ,122.0,3.6,"Oracle
3.6",TX,10000+ employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
3279,EDI Data Analyst,93,151, 93 - 151  ,122.0,4.7,"KGS
4.7",TX,51 to 200 employees,2010,Company - Private,Investment Banking & Asset Management,Finance,$10 to $25 million (USD)
3280,"Content Data Scientist, Apple Media Products Data Science",93,151, 93 - 151  ,122.0,4.1,"Apple
4.1",TX,10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
3281,Junior Data Analyst,93,151, 93 - 151  ,122.0,2.7,"Assembly
2.7",TX,201 to 500 employees,2014,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable
3282,Junior Data Analyst,93,151, 93 - 151  ,122.0,2.8,"Texas Health & Human Services Commission
2.8",TX,10000+ employees,1912,Government,State & Regional Agencies,Government,Unknown / Non-Applicable
3283,Artificial Intelligence Research Scientist,93,151, 93 - 151  ,122.0,3.3,"Cubic
3.3",TX,5001 to 10000 employees,1951,Company - Public,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
3287,Quantum Principal Data Scientist (Industrial-Process sector),93,151, 93 - 151  ,122.0,3.7,"IBM
3.7",TX,10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD)
3288,"Lead Data Engineer (St. Louis, Austin or Toronto)",93,151, 93 - 151  ,122.0,4.1,"Mastercard
4.1",TX,10000+ employees,1966,Company - Public,Financial Transaction Processing,Finance,$5 to $10 billion (USD)
3291,Big Data Engineer,93,151, 93 - 151  ,122.0,4.5,"SpringML
4.5",TX,1 to 50 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
3292,Data Science Architect,93,151, 93 - 151  ,122.0,4.3,"Onica, a Rackspace Company
4.3",TX,201 to 500 employees,2017,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
3294,Data Analyst,93,151, 93 - 151  ,122.0,4.3,"Lightspeed Systems
4.3",TX,51 to 200 employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
3295,Data Scientist - Domain Intelligence & Client Security,93,151, 93 - 151  ,122.0,3.7,"CloudFlare
3.7",TX,1001 to 5000 employees,2010,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
3296,Data Analyst (Remote),93,151, 93 - 151  ,122.0,4.9,"Cypress HCM
4.9",TX,51 to 200 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
3297,Data Engineer,93,151, 93 - 151  ,122.0,3.8,"Sense Corp
3.8",TX,201 to 500 employees,1996,Company - Private,Accounting,Accounting & Legal,$10 to $25 million (USD)
3298,Geospatial Software Developer and Data Scientist,93,151, 93 - 151  ,122.0,4.3,"The University of Texas at Austin
4.3",TX,10000+ employees,1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
3300,Data Science Resident - Galvanize Data Science Immersive Grads Only,93,151, 93 - 151  ,122.0,3.9,"Galvanize
3.9",TX,201 to 500 employees,2012,Company - Private,Education Training Services,Education,Unknown / Non-Applicable
3301,Spice Modeling Engineer,100,152, 100 - 152  ,126.0,4.3,"Cirrus Logic
4.3",TX,1001 to 5000 employees,1984,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$1 to $2 billion (USD)
3302,Junior Data Analyst,100,152, 100 - 152  ,126.0,5.0,"Staffigo Technical Services, LLC
5.0",TX,51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
3303,Machine Learning Engineer (Imaging),100,152, 100 - 152  ,126.0,3.6,"Samsung Electronics
3.6",TX,10000+ employees,1969,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
3304,"Data Analyst, Lead",100,152, 100 - 152  ,126.0,3.8,"Booz Allen Hamilton Inc.
3.8",TX,10000+ employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD)
3305,Learning and Development Business Intelligence Analyst,100,152, 100 - 152  ,126.0,4.5,"Rose International
4.5",TX,1001 to 5000 employees,1993,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
3306,Data Engineer,100,152, 100 - 152  ,126.0,4.7,"SADA
4.7",TX,51 to 200 employees,2000,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
3307,Strategic Data Analyst III - Strategic Planning Divsion,100,152, 100 - 152  ,126.0,3.9,"TxDOT
3.9",TX,10000+ employees,1991,Government,State & Regional Agencies,Government,Unknown / Non-Applicable
3309,Senior Data Scientist,100,152, 100 - 152  ,126.0,3.4,"Ultra Electronics, Advanced Tactical Systems
3.4",TX,1001 to 5000 employees,1920,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD)
3310,Junior Data Analyst,100,152, 100 - 152  ,126.0,2.6,"Santanna Energy Services
2.6",TX,1 to 50 employees,1988,Company - Private,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable
3311,DATA ENGINEER,100,152, 100 - 152  ,126.0,2.9,"Clinicient
2.9",TX,51 to 200 employees,2004,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD)
3313,"Machine Learning Engineer - Fraud Engineering, Algorithms, and Risk",100,152, 100 - 152  ,126.0,4.1,"Apple
4.1",TX,10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
3314,Data Analyst - People Analytics,100,152, 100 - 152  ,126.0,4.7,"OnlineMedEd
4.7",TX,51 to 200 employees,2014,Company - Private,Colleges & Universities,Education,Unknown / Non-Applicable
3315,Data Analyst,100,152, 100 - 152  ,126.0,3.5,"Robert Half
3.5",TX,10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
3316,Data Engineer,100,152, 100 - 152  ,126.0,3.5,"Atos Syntel Inc.
3.5",TX,10000+ employees,1980,Subsidiary or Business Segment,IT Services,Information Technology,$1 to $2 billion (USD)
3317,Data Engineer II - ETL Engineer - Spectrum Enterprise,100,152, 100 - 152  ,126.0,2.9,"Spectrum
2.9",TX,10000+ employees,2016,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD)
3318,Machine Learning Engineer - Online Retail Analytics,100,152, 100 - 152  ,126.0,4.1,"Apple
4.1",TX,10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
3319,Junior Data Engineer,100,152, 100 - 152  ,126.0,3.5,"ISHPI Information Technologies
3.5",TX,201 to 500 employees,2006,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
3321,Live Operations Data Analyst,100,152, 100 - 152  ,126.0,3.8,"Wargaming
3.8",TX,1001 to 5000 employees,1998,Company - Private,Video Games,Media,Unknown / Non-Applicable
3322,Associate Data Engineer,100,152, 100 - 152  ,126.0,3.2,"Scientific Games
3.2",TX,5001 to 10000 employees,1984,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
3323,CPU Performance –Sr Principal Modeling Engineer,100,152, 100 - 152  ,126.0,4.2,"Arm
4.2",TX,5001 to 10000 employees,1990,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD)
3324,Analytical Consultant,100,152, 100 - 152  ,126.0,4.3,"SAS
4.3",TX,10000+ employees,1976,Company - Private,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD)
3325,Product Manager - Data Science,100,152, 100 - 152  ,126.0,3.9,"The Zebra
3.9",TX,51 to 200 employees,2012,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable
3327,Data Engineer,100,152, 100 - 152  ,126.0,3.2,"Phunware, Inc
3.2",TX,51 to 200 employees,2009,Company - Public,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
3328,Senior Data Scientist - Nationwide Opportunities,100,152, 100 - 152  ,126.0,3.9,"Amazon
3.9",TX,10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
3329,Microsoft Analytics Consultant,100,152, 100 - 152  ,126.0,3.7,"IBM
3.7",TX,10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD)
3332,"Manager, Data Science",38,68, 38 - 68  ,53.0,4.1,"Apple
4.1",TX,10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
3334,Medical Lab Scientist (MLS) Evenings,38,68, 38 - 68  ,53.0,3.3,"Ascension
3.3",TX,10000+ employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
3335,Quantum Data Scientist- Industial Process Sector (Multiple Cities),38,68, 38 - 68  ,53.0,3.7,"IBM Corporation
3.7",TX,10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD)
3336,Machine Learning Engineer (Imaging),38,68, 38 - 68  ,53.0,2.9,"Samsung Electronics America Inc
2.9",TX,1001 to 5000 employees,1938,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$10+ billion (USD)
3339,Graphics (GPU) Performance Modeling Engineer,38,68, 38 - 68  ,53.0,4.1,"Apple
4.1",TX,10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
3340,Quantum Principal Data Scientist (Industrial-Discrete sector),38,68, 38 - 68  ,53.0,3.7,"IBM
3.7",TX,10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD)
3341,Data Engineer,38,68, 38 - 68  ,53.0,3.9,"Amazon
3.9",TX,10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
3342,Enterprise Cloud Data Architect,38,68, 38 - 68  ,53.0,3.7,"22nd Century Technologies
3.7",TX,1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
3343,Software Engineer - Data Team,38,68, 38 - 68  ,53.0,3.9,"The Zebra
3.9",TX,51 to 200 employees,2012,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable
3344,Microsoft Dynamics CRM Data Analyst,38,68, 38 - 68  ,53.0,3.7,"IBM
3.7",TX,10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD)
3346,Data Engineer,38,68, 38 - 68  ,53.0,4.4,"Tachyon Technologies
4.4",TX,201 to 500 employees,2011,Company - Private,IT Services,Information Technology,$10 to $25 million (USD)
3349,Environmental Data Analyst - Disaster Recovery,38,68, 38 - 68  ,53.0,3.5,"ICF
3.5",TX,5001 to 10000 employees,1999,Company - Public,Consulting,Business Services,$1 to $2 billion (USD)
3350,Reporting Data Architect,38,68, 38 - 68  ,53.0,4.1,"Apple
4.1",TX,10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
3351,Senior Staff Data Engineer,38,68, 38 - 68  ,53.0,3.7,"Bazaarvoice
3.7",TX,501 to 1000 employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
3352,Business Intelligence Analyst / Data Analyst,38,68, 38 - 68  ,53.0,4.0,"TalentCare
4.0",TX,1 to 50 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Less than $1 million (USD)
3353,Data Engineer III,38,68, 38 - 68  ,53.0,3.7,"Time Warner Cable
3.7",TX,10000+ employees,2003,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$10+ billion (USD)
3354,"Data Analyst, Law Enforcement Response Team",38,68, 38 - 68  ,53.0,4.5,"Facebook
4.5",TX,10000+ employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD)
3355,Data Analyst,38,68, 38 - 68  ,53.0,5.0,"Staffigo Technical Services, LLC
5.0",TX,51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
3356,Data Engineer,38,68, 38 - 68  ,53.0,4.9,"Treehouse Technology Group, LLC
4.9",TX,1 to 50 employees,2013,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
3358,Data Engineer - Customer Analytics Platform,38,68, 38 - 68  ,53.0,4.1,"Apple
4.1",TX,10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
3361,"Data Scientist - Big Data, ML, NLP",73,111, 73 - 111  ,92.0,4.2,"CyberCoders
4.2",TX,201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
3362,Big Data Engineer,73,111, 73 - 111  ,92.0,4.3,"Onica Group
4.3",TX,201 to 500 employees,2017,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
3363,SOC Architecture Modeling Engineer,73,111, 73 - 111  ,92.0,3.9,"Amazon
3.9",TX,10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
3364,Data Engineer (Mid-Level),73,111, 73 - 111  ,92.0,4.2,"CyberCoders
4.2",TX,201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
3365,Algorithm Design and Analysis Engineering Scientist,73,111, 73 - 111  ,92.0,4.3,"The University of Texas at Austin
4.3",TX,10000+ employees,1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
3366,Data Engineer,73,111, 73 - 111  ,92.0,4.0,"LMI
4.0",TX,1001 to 5000 employees,1961,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD)
3367,Business Intelligence Analyst,73,111, 73 - 111  ,92.0,3.6,"Iconma, L.L.C.
3.6",TX,1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
3370,Data Analyst III,73,111, 73 - 111  ,92.0,3.7,"Wellcare
3.7",TX,5001 to 10000 employees,1985,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
3371,Digital Analytics and Data Science Manager,73,111, 73 - 111  ,92.0,4.1,"Apple
4.1",TX,10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
3372,Information Systems Engineering Specialist (Engineering Scientist),73,111, 73 - 111  ,92.0,4.3,"The University of Texas at Austin
4.3",TX,10000+ employees,1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
3373,"Data Engineer -- Austin, TX -- 6 Months+ Contract",73,111, 73 - 111  ,92.0,3.9,"Staffing Technologies
3.9",TX,201 to 500 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
3374,Senior Claims Data Analyst,73,111, 73 - 111  ,92.0,2.8,"Healthgrades
2.8",TX,501 to 1000 employees,1998,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
3376,"Senior SW Engineer, Data Science ( Kubernetes/ Docker ) Remote USA",73,111, 73 - 111  ,92.0,3.3,"FireEye Inc
3.3",TX,1001 to 5000 employees,2004,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
3377,Medical Lab Scientist (MLS) 2:00pm-10:30pm,73,111, 73 - 111  ,92.0,3.3,"Ascension
3.3",TX,10000+ employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
3378,Analytical Consultant,73,111, 73 - 111  ,92.0,3.8,"SAS Institute
3.8",TX,10000+ employees,1976,Company - Private,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
3380,"Tenured/Tenure-Track Professor, Department of Statistics & Data Sciences",73,111, 73 - 111  ,92.0,4.3,"University of Texas at Austin
4.3",TX,10000+ employees,1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
3381,"Data Scientist Active Secret Clearance - Austin, TX",73,111, 73 - 111  ,92.0,3.9,"Deloitte
3.9",TX,10000+ employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
3383,Data Engineer,73,111, 73 - 111  ,92.0,4.8,"EtiVenture, Inc.
4.8",TX,1 to 50 employees,2008,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
